tensor,group,layer,expert,packed_expert_count,shape,dtype,numel,bytes,shard
model.language_model.layers.17.mlp.shared_expert.up_proj.weight,shared_expert,17.0,,,512x2048,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.17.mlp.shared_expert_gate.weight,shared_expert,17.0,,,1x2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.17.post_attention_layernorm.weight,norm,17.0,,,2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.18.input_layernorm.weight,norm,18.0,,,2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.18.linear_attn.A_log,attention,18.0,,,32,bfloat16,32,64,model-00013-of-00026.safetensors
model.language_model.layers.18.linear_attn.conv1d.weight,attention,18.0,,,8192x1x4,bfloat16,32768,65536,model-00013-of-00026.safetensors
model.language_model.layers.18.linear_attn.dt_bias,attention,18.0,,,32,bfloat16,32,64,model-00013-of-00026.safetensors
model.language_model.layers.18.linear_attn.in_proj_a.weight,attention,18.0,,,32x2048,bfloat16,65536,131072,model-00013-of-00026.safetensors
model.language_model.layers.18.linear_attn.in_proj_b.weight,attention,18.0,,,32x2048,bfloat16,65536,131072,model-00013-of-00026.safetensors
model.language_model.layers.18.linear_attn.norm.weight,norm,18.0,,,128,bfloat16,128,256,model-00013-of-00026.safetensors
model.language_model.layers.18.mlp.experts.gate_up_proj,routed_expert,18.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00013-of-00026.safetensors
model.language_model.layers.18.mlp.gate.weight,router,18.0,,,256x2048,bfloat16,524288,1048576,model-00013-of-00026.safetensors
model.language_model.layers.18.mlp.shared_expert.down_proj.weight,shared_expert,18.0,,,2048x512,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.18.mlp.shared_expert.gate_proj.weight,shared_expert,18.0,,,512x2048,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.18.mlp.shared_expert.up_proj.weight,shared_expert,18.0,,,512x2048,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.18.mlp.shared_expert_gate.weight,shared_expert,18.0,,,1x2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.18.post_attention_layernorm.weight,norm,18.0,,,2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.19.input_layernorm.weight,norm,19.0,,,2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.19.mlp.experts.down_proj,routed_expert,19.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00013-of-00026.safetensors
model.language_model.layers.19.mlp.gate.weight,router,19.0,,,256x2048,bfloat16,524288,1048576,model-00013-of-00026.safetensors
model.language_model.layers.19.mlp.shared_expert.down_proj.weight,shared_expert,19.0,,,2048x512,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.19.mlp.shared_expert.gate_proj.weight,shared_expert,19.0,,,512x2048,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.19.mlp.shared_expert.up_proj.weight,shared_expert,19.0,,,512x2048,bfloat16,1048576,2097152,model-00013-of-00026.safetensors
model.language_model.layers.19.mlp.shared_expert_gate.weight,shared_expert,19.0,,,1x2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.19.post_attention_layernorm.weight,norm,19.0,,,2048,bfloat16,2048,4096,model-00013-of-00026.safetensors
model.language_model.layers.19.self_attn.k_norm.weight,norm,19.0,,,256,bfloat16,256,512,model-00013-of-00026.safetensors
model.language_model.layers.19.self_attn.q_norm.weight,norm,19.0,,,256,bfloat16,256,512,model-00013-of-00026.safetensors
model.language_model.layers.20.linear_attn.in_proj_qkv.weight,attention,20.0,,,8192x2048,bfloat16,16777216,33554432,model-00014-of-00026.safetensors
model.language_model.layers.20.linear_attn.in_proj_z.weight,attention,20.0,,,4096x2048,bfloat16,8388608,16777216,model-00014-of-00026.safetensors
model.language_model.layers.20.linear_attn.out_proj.weight,attention,20.0,,,2048x4096,bfloat16,8388608,16777216,model-00014-of-00026.safetensors
model.language_model.layers.20.mlp.experts.down_proj,routed_expert,20.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00014-of-00026.safetensors
model.language_model.layers.20.mlp.experts.gate_up_proj,routed_expert,20.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00014-of-00026.safetensors
model.language_model.layers.21.linear_attn.in_proj_qkv.weight,attention,21.0,,,8192x2048,bfloat16,16777216,33554432,model-00014-of-00026.safetensors
model.language_model.layers.21.linear_attn.in_proj_z.weight,attention,21.0,,,4096x2048,bfloat16,8388608,16777216,model-00014-of-00026.safetensors
model.language_model.layers.21.linear_attn.out_proj.weight,attention,21.0,,,2048x4096,bfloat16,8388608,16777216,model-00014-of-00026.safetensors
model.language_model.layers.21.mlp.experts.down_proj,routed_expert,21.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00014-of-00026.safetensors
model.language_model.layers.22.linear_attn.in_proj_qkv.weight,attention,22.0,,,8192x2048,bfloat16,16777216,33554432,model-00014-of-00026.safetensors
model.language_model.layers.22.linear_attn.in_proj_z.weight,attention,22.0,,,4096x2048,bfloat16,8388608,16777216,model-00014-of-00026.safetensors
model.language_model.layers.22.linear_attn.out_proj.weight,attention,22.0,,,2048x4096,bfloat16,8388608,16777216,model-00014-of-00026.safetensors
model.language_model.layers.22.mlp.experts.gate_up_proj,routed_expert,22.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00014-of-00026.safetensors
model.language_model.layers.20.input_layernorm.weight,norm,20.0,,,2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.20.linear_attn.A_log,attention,20.0,,,32,bfloat16,32,64,model-00015-of-00026.safetensors
model.language_model.layers.20.linear_attn.conv1d.weight,attention,20.0,,,8192x1x4,bfloat16,32768,65536,model-00015-of-00026.safetensors
model.language_model.layers.20.linear_attn.dt_bias,attention,20.0,,,32,bfloat16,32,64,model-00015-of-00026.safetensors
model.language_model.layers.20.linear_attn.in_proj_a.weight,attention,20.0,,,32x2048,bfloat16,65536,131072,model-00015-of-00026.safetensors
model.language_model.layers.20.linear_attn.in_proj_b.weight,attention,20.0,,,32x2048,bfloat16,65536,131072,model-00015-of-00026.safetensors
model.language_model.layers.20.linear_attn.norm.weight,norm,20.0,,,128,bfloat16,128,256,model-00015-of-00026.safetensors
model.language_model.layers.20.mlp.gate.weight,router,20.0,,,256x2048,bfloat16,524288,1048576,model-00015-of-00026.safetensors
model.language_model.layers.20.mlp.shared_expert.down_proj.weight,shared_expert,20.0,,,2048x512,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.20.mlp.shared_expert.gate_proj.weight,shared_expert,20.0,,,512x2048,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.20.mlp.shared_expert.up_proj.weight,shared_expert,20.0,,,512x2048,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.20.mlp.shared_expert_gate.weight,shared_expert,20.0,,,1x2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.20.post_attention_layernorm.weight,norm,20.0,,,2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.21.input_layernorm.weight,norm,21.0,,,2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.21.linear_attn.A_log,attention,21.0,,,32,bfloat16,32,64,model-00015-of-00026.safetensors
model.language_model.layers.21.linear_attn.conv1d.weight,attention,21.0,,,8192x1x4,bfloat16,32768,65536,model-00015-of-00026.safetensors
model.language_model.layers.21.linear_attn.dt_bias,attention,21.0,,,32,bfloat16,32,64,model-00015-of-00026.safetensors
model.language_model.layers.21.linear_attn.in_proj_a.weight,attention,21.0,,,32x2048,bfloat16,65536,131072,model-00015-of-00026.safetensors
model.language_model.layers.21.linear_attn.in_proj_b.weight,attention,21.0,,,32x2048,bfloat16,65536,131072,model-00015-of-00026.safetensors
model.language_model.layers.21.linear_attn.norm.weight,norm,21.0,,,128,bfloat16,128,256,model-00015-of-00026.safetensors
model.language_model.layers.21.mlp.experts.gate_up_proj,routed_expert,21.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00015-of-00026.safetensors
model.language_model.layers.21.mlp.gate.weight,router,21.0,,,256x2048,bfloat16,524288,1048576,model-00015-of-00026.safetensors
model.language_model.layers.21.mlp.shared_expert.down_proj.weight,shared_expert,21.0,,,2048x512,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.21.mlp.shared_expert.gate_proj.weight,shared_expert,21.0,,,512x2048,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.21.mlp.shared_expert.up_proj.weight,shared_expert,21.0,,,512x2048,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.21.mlp.shared_expert_gate.weight,shared_expert,21.0,,,1x2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.21.post_attention_layernorm.weight,norm,21.0,,,2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.22.input_layernorm.weight,norm,22.0,,,2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.22.linear_attn.A_log,attention,22.0,,,32,bfloat16,32,64,model-00015-of-00026.safetensors
model.language_model.layers.22.linear_attn.conv1d.weight,attention,22.0,,,8192x1x4,bfloat16,32768,65536,model-00015-of-00026.safetensors
model.language_model.layers.22.linear_attn.dt_bias,attention,22.0,,,32,bfloat16,32,64,model-00015-of-00026.safetensors
model.language_model.layers.22.linear_attn.in_proj_a.weight,attention,22.0,,,32x2048,bfloat16,65536,131072,model-00015-of-00026.safetensors
model.language_model.layers.22.linear_attn.in_proj_b.weight,attention,22.0,,,32x2048,bfloat16,65536,131072,model-00015-of-00026.safetensors
model.language_model.layers.22.linear_attn.norm.weight,norm,22.0,,,128,bfloat16,128,256,model-00015-of-00026.safetensors
model.language_model.layers.22.mlp.experts.down_proj,routed_expert,22.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00015-of-00026.safetensors
model.language_model.layers.22.mlp.gate.weight,router,22.0,,,256x2048,bfloat16,524288,1048576,model-00015-of-00026.safetensors
model.language_model.layers.22.mlp.shared_expert.down_proj.weight,shared_expert,22.0,,,2048x512,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.22.mlp.shared_expert.gate_proj.weight,shared_expert,22.0,,,512x2048,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.22.mlp.shared_expert.up_proj.weight,shared_expert,22.0,,,512x2048,bfloat16,1048576,2097152,model-00015-of-00026.safetensors
model.language_model.layers.22.mlp.shared_expert_gate.weight,shared_expert,22.0,,,1x2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.22.post_attention_layernorm.weight,norm,22.0,,,2048,bfloat16,2048,4096,model-00015-of-00026.safetensors
model.language_model.layers.23.mlp.experts.down_proj,routed_expert,23.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00016-of-00026.safetensors
model.language_model.layers.23.mlp.experts.gate_up_proj,routed_expert,23.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00016-of-00026.safetensors
model.language_model.layers.23.self_attn.k_proj.weight,attention,23.0,,,512x2048,bfloat16,1048576,2097152,model-00016-of-00026.safetensors
model.language_model.layers.23.self_attn.o_proj.weight,attention,23.0,,,2048x4096,bfloat16,8388608,16777216,model-00016-of-00026.safetensors
model.language_model.layers.23.self_attn.q_proj.weight,attention,23.0,,,8192x2048,bfloat16,16777216,33554432,model-00016-of-00026.safetensors
model.language_model.layers.23.self_attn.v_proj.weight,attention,23.0,,,512x2048,bfloat16,1048576,2097152,model-00016-of-00026.safetensors
model.language_model.layers.24.linear_attn.in_proj_qkv.weight,attention,24.0,,,8192x2048,bfloat16,16777216,33554432,model-00016-of-00026.safetensors
model.language_model.layers.24.linear_attn.in_proj_z.weight,attention,24.0,,,4096x2048,bfloat16,8388608,16777216,model-00016-of-00026.safetensors
model.language_model.layers.24.linear_attn.out_proj.weight,attention,24.0,,,2048x4096,bfloat16,8388608,16777216,model-00016-of-00026.safetensors
model.language_model.layers.24.mlp.experts.down_proj,routed_expert,24.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00016-of-00026.safetensors
model.language_model.layers.24.mlp.experts.gate_up_proj,routed_expert,24.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00016-of-00026.safetensors
model.language_model.layers.25.linear_attn.in_proj_qkv.weight,attention,25.0,,,8192x2048,bfloat16,16777216,33554432,model-00016-of-00026.safetensors
model.language_model.layers.25.linear_attn.in_proj_z.weight,attention,25.0,,,4096x2048,bfloat16,8388608,16777216,model-00016-of-00026.safetensors
model.language_model.layers.25.linear_attn.out_proj.weight,attention,25.0,,,2048x4096,bfloat16,8388608,16777216,model-00016-of-00026.safetensors
model.language_model.layers.25.mlp.experts.down_proj,routed_expert,25.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00016-of-00026.safetensors
model.language_model.layers.23.input_layernorm.weight,norm,23.0,,,2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.23.mlp.gate.weight,router,23.0,,,256x2048,bfloat16,524288,1048576,model-00017-of-00026.safetensors
model.language_model.layers.23.mlp.shared_expert.down_proj.weight,shared_expert,23.0,,,2048x512,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.23.mlp.shared_expert.gate_proj.weight,shared_expert,23.0,,,512x2048,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.23.mlp.shared_expert.up_proj.weight,shared_expert,23.0,,,512x2048,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.23.mlp.shared_expert_gate.weight,shared_expert,23.0,,,1x2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.23.post_attention_layernorm.weight,norm,23.0,,,2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.23.self_attn.k_norm.weight,norm,23.0,,,256,bfloat16,256,512,model-00017-of-00026.safetensors
model.language_model.layers.23.self_attn.q_norm.weight,norm,23.0,,,256,bfloat16,256,512,model-00017-of-00026.safetensors
model.language_model.layers.24.input_layernorm.weight,norm,24.0,,,2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.24.linear_attn.A_log,attention,24.0,,,32,bfloat16,32,64,model-00017-of-00026.safetensors
model.language_model.layers.24.linear_attn.conv1d.weight,attention,24.0,,,8192x1x4,bfloat16,32768,65536,model-00017-of-00026.safetensors
model.language_model.layers.24.linear_attn.dt_bias,attention,24.0,,,32,bfloat16,32,64,model-00017-of-00026.safetensors
model.language_model.layers.24.linear_attn.in_proj_a.weight,attention,24.0,,,32x2048,bfloat16,65536,131072,model-00017-of-00026.safetensors
model.language_model.layers.24.linear_attn.in_proj_b.weight,attention,24.0,,,32x2048,bfloat16,65536,131072,model-00017-of-00026.safetensors
model.language_model.layers.24.linear_attn.norm.weight,norm,24.0,,,128,bfloat16,128,256,model-00017-of-00026.safetensors
model.language_model.layers.24.mlp.gate.weight,router,24.0,,,256x2048,bfloat16,524288,1048576,model-00017-of-00026.safetensors
model.language_model.layers.24.mlp.shared_expert.down_proj.weight,shared_expert,24.0,,,2048x512,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.24.mlp.shared_expert.gate_proj.weight,shared_expert,24.0,,,512x2048,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.24.mlp.shared_expert.up_proj.weight,shared_expert,24.0,,,512x2048,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.24.mlp.shared_expert_gate.weight,shared_expert,24.0,,,1x2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.24.post_attention_layernorm.weight,norm,24.0,,,2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.25.input_layernorm.weight,norm,25.0,,,2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.25.linear_attn.A_log,attention,25.0,,,32,bfloat16,32,64,model-00017-of-00026.safetensors
model.language_model.layers.25.linear_attn.conv1d.weight,attention,25.0,,,8192x1x4,bfloat16,32768,65536,model-00017-of-00026.safetensors
model.language_model.layers.25.linear_attn.dt_bias,attention,25.0,,,32,bfloat16,32,64,model-00017-of-00026.safetensors
model.language_model.layers.25.linear_attn.in_proj_a.weight,attention,25.0,,,32x2048,bfloat16,65536,131072,model-00017-of-00026.safetensors
model.language_model.layers.25.linear_attn.in_proj_b.weight,attention,25.0,,,32x2048,bfloat16,65536,131072,model-00017-of-00026.safetensors
model.language_model.layers.25.linear_attn.norm.weight,norm,25.0,,,128,bfloat16,128,256,model-00017-of-00026.safetensors
model.language_model.layers.25.mlp.experts.gate_up_proj,routed_expert,25.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00017-of-00026.safetensors
model.language_model.layers.25.mlp.gate.weight,router,25.0,,,256x2048,bfloat16,524288,1048576,model-00017-of-00026.safetensors
model.language_model.layers.25.mlp.shared_expert.down_proj.weight,shared_expert,25.0,,,2048x512,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.25.mlp.shared_expert.gate_proj.weight,shared_expert,25.0,,,512x2048,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.25.mlp.shared_expert.up_proj.weight,shared_expert,25.0,,,512x2048,bfloat16,1048576,2097152,model-00017-of-00026.safetensors
model.language_model.layers.25.mlp.shared_expert_gate.weight,shared_expert,25.0,,,1x2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.25.post_attention_layernorm.weight,norm,25.0,,,2048,bfloat16,2048,4096,model-00017-of-00026.safetensors
model.language_model.layers.26.linear_attn.in_proj_qkv.weight,attention,26.0,,,8192x2048,bfloat16,16777216,33554432,model-00018-of-00026.safetensors
model.language_model.layers.26.linear_attn.in_proj_z.weight,attention,26.0,,,4096x2048,bfloat16,8388608,16777216,model-00018-of-00026.safetensors
model.language_model.layers.26.linear_attn.out_proj.weight,attention,26.0,,,2048x4096,bfloat16,8388608,16777216,model-00018-of-00026.safetensors
model.language_model.layers.26.mlp.experts.gate_up_proj,routed_expert,26.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00018-of-00026.safetensors
model.language_model.layers.27.mlp.experts.gate_up_proj,routed_expert,27.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00018-of-00026.safetensors
model.language_model.layers.27.self_attn.k_proj.weight,attention,27.0,,,512x2048,bfloat16,1048576,2097152,model-00018-of-00026.safetensors
model.language_model.layers.27.self_attn.o_proj.weight,attention,27.0,,,2048x4096,bfloat16,8388608,16777216,model-00018-of-00026.safetensors
model.language_model.layers.27.self_attn.q_proj.weight,attention,27.0,,,8192x2048,bfloat16,16777216,33554432,model-00018-of-00026.safetensors
model.language_model.layers.27.self_attn.v_proj.weight,attention,27.0,,,512x2048,bfloat16,1048576,2097152,model-00018-of-00026.safetensors
model.language_model.layers.28.linear_attn.in_proj_qkv.weight,attention,28.0,,,8192x2048,bfloat16,16777216,33554432,model-00018-of-00026.safetensors
model.language_model.layers.28.linear_attn.in_proj_z.weight,attention,28.0,,,4096x2048,bfloat16,8388608,16777216,model-00018-of-00026.safetensors
model.language_model.layers.28.linear_attn.out_proj.weight,attention,28.0,,,2048x4096,bfloat16,8388608,16777216,model-00018-of-00026.safetensors
model.language_model.layers.28.mlp.experts.down_proj,routed_expert,28.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00018-of-00026.safetensors
model.language_model.layers.28.mlp.experts.gate_up_proj,routed_expert,28.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00018-of-00026.safetensors
model.language_model.layers.26.input_layernorm.weight,norm,26.0,,,2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.26.linear_attn.A_log,attention,26.0,,,32,bfloat16,32,64,model-00019-of-00026.safetensors
model.language_model.layers.26.linear_attn.conv1d.weight,attention,26.0,,,8192x1x4,bfloat16,32768,65536,model-00019-of-00026.safetensors
model.language_model.layers.26.linear_attn.dt_bias,attention,26.0,,,32,bfloat16,32,64,model-00019-of-00026.safetensors
model.language_model.layers.26.linear_attn.in_proj_a.weight,attention,26.0,,,32x2048,bfloat16,65536,131072,model-00019-of-00026.safetensors
model.language_model.layers.26.linear_attn.in_proj_b.weight,attention,26.0,,,32x2048,bfloat16,65536,131072,model-00019-of-00026.safetensors
model.language_model.layers.26.linear_attn.norm.weight,norm,26.0,,,128,bfloat16,128,256,model-00019-of-00026.safetensors
model.language_model.layers.26.mlp.experts.down_proj,routed_expert,26.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00019-of-00026.safetensors
model.language_model.layers.26.mlp.gate.weight,router,26.0,,,256x2048,bfloat16,524288,1048576,model-00019-of-00026.safetensors
model.language_model.layers.26.mlp.shared_expert.down_proj.weight,shared_expert,26.0,,,2048x512,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.26.mlp.shared_expert.gate_proj.weight,shared_expert,26.0,,,512x2048,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.26.mlp.shared_expert.up_proj.weight,shared_expert,26.0,,,512x2048,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.26.mlp.shared_expert_gate.weight,shared_expert,26.0,,,1x2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.26.post_attention_layernorm.weight,norm,26.0,,,2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.27.input_layernorm.weight,norm,27.0,,,2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.27.mlp.experts.down_proj,routed_expert,27.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00019-of-00026.safetensors
model.language_model.layers.27.mlp.gate.weight,router,27.0,,,256x2048,bfloat16,524288,1048576,model-00019-of-00026.safetensors
model.language_model.layers.27.mlp.shared_expert.down_proj.weight,shared_expert,27.0,,,2048x512,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.27.mlp.shared_expert.gate_proj.weight,shared_expert,27.0,,,512x2048,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.27.mlp.shared_expert.up_proj.weight,shared_expert,27.0,,,512x2048,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.27.mlp.shared_expert_gate.weight,shared_expert,27.0,,,1x2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.27.post_attention_layernorm.weight,norm,27.0,,,2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.27.self_attn.k_norm.weight,norm,27.0,,,256,bfloat16,256,512,model-00019-of-00026.safetensors
model.language_model.layers.27.self_attn.q_norm.weight,norm,27.0,,,256,bfloat16,256,512,model-00019-of-00026.safetensors
model.language_model.layers.28.input_layernorm.weight,norm,28.0,,,2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.28.linear_attn.A_log,attention,28.0,,,32,bfloat16,32,64,model-00019-of-00026.safetensors
model.language_model.layers.28.linear_attn.conv1d.weight,attention,28.0,,,8192x1x4,bfloat16,32768,65536,model-00019-of-00026.safetensors
model.language_model.layers.28.linear_attn.dt_bias,attention,28.0,,,32,bfloat16,32,64,model-00019-of-00026.safetensors
model.language_model.layers.28.linear_attn.in_proj_a.weight,attention,28.0,,,32x2048,bfloat16,65536,131072,model-00019-of-00026.safetensors
model.language_model.layers.28.linear_attn.in_proj_b.weight,attention,28.0,,,32x2048,bfloat16,65536,131072,model-00019-of-00026.safetensors
model.language_model.layers.28.linear_attn.norm.weight,norm,28.0,,,128,bfloat16,128,256,model-00019-of-00026.safetensors
model.language_model.layers.28.mlp.gate.weight,router,28.0,,,256x2048,bfloat16,524288,1048576,model-00019-of-00026.safetensors
model.language_model.layers.28.mlp.shared_expert.down_proj.weight,shared_expert,28.0,,,2048x512,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.28.mlp.shared_expert.gate_proj.weight,shared_expert,28.0,,,512x2048,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.28.mlp.shared_expert.up_proj.weight,shared_expert,28.0,,,512x2048,bfloat16,1048576,2097152,model-00019-of-00026.safetensors
model.language_model.layers.28.mlp.shared_expert_gate.weight,shared_expert,28.0,,,1x2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.28.post_attention_layernorm.weight,norm,28.0,,,2048,bfloat16,2048,4096,model-00019-of-00026.safetensors
model.language_model.layers.29.linear_attn.in_proj_qkv.weight,attention,29.0,,,8192x2048,bfloat16,16777216,33554432,model-00020-of-00026.safetensors
model.language_model.layers.29.linear_attn.in_proj_z.weight,attention,29.0,,,4096x2048,bfloat16,8388608,16777216,model-00020-of-00026.safetensors
model.language_model.layers.29.linear_attn.out_proj.weight,attention,29.0,,,2048x4096,bfloat16,8388608,16777216,model-00020-of-00026.safetensors
model.language_model.layers.29.mlp.experts.down_proj,routed_expert,29.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00020-of-00026.safetensors
model.language_model.layers.30.linear_attn.in_proj_qkv.weight,attention,30.0,,,8192x2048,bfloat16,16777216,33554432,model-00020-of-00026.safetensors
model.language_model.layers.30.linear_attn.in_proj_z.weight,attention,30.0,,,4096x2048,bfloat16,8388608,16777216,model-00020-of-00026.safetensors
model.language_model.layers.30.linear_attn.out_proj.weight,attention,30.0,,,2048x4096,bfloat16,8388608,16777216,model-00020-of-00026.safetensors
model.language_model.layers.30.mlp.experts.gate_up_proj,routed_expert,30.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00020-of-00026.safetensors
model.language_model.layers.31.mlp.experts.down_proj,routed_expert,31.0,,256.0,256x2048x512,bfloat16,268435456,536870912,model-00020-of-00026.safetensors
model.language_model.layers.31.mlp.experts.gate_up_proj,routed_expert,31.0,,256.0,256x1024x2048,bfloat16,536870912,1073741824,model-00020-of-00026.safetensors
model.language_model.layers.31.self_attn.k_proj.weight,attention,31.0,,,512x2048,bfloat16,1048576,2097152,model-00020-of-00026.safetensors
model.language_model.layers.31.self_attn.o_proj.weight,attention,31.0,,,2048x4096,bfloat16,8388608,16777216,model-00020-of-00026.safetensors
model.language_model.layers.31.self_attn.q_proj.weight,attention,31.0,,,8192x2048,bfloat16,16777216,33554432,model-00020-of-00026.safetensors
model.language_model.layers.31.self_attn.v_proj.weight,attention,31.0,,,512x2048,bfloat16,1048576,2097152,model-00020-of-00026.safetensors
model.language_model.layers.29.input_layernorm.weight,norm,29.0,,,2048,bfloat16,2048,4096,model-00021-of-00026.safetensors
model.language_model.layers.29.linear_attn.A_log,attention,29.0,,,32,bfloat16,32,64,model-00021-of-00026.safetensors
model.language_model.layers.29.linear_attn.conv1d.weight,attention,29.0,,,8192x1x4,bfloat16,32768,65536,model-00021-of-00026.safetensors
model.language_model.layers.29.linear_attn.dt_bias,attention,29.0,,,32,bfloat16,32,64,model-00021-of-00026.safetensors
model.language_model.layers.29.linear_attn.in_proj_a.weight,attention,29.0,,,32x2048,bfloat16,65536,131072,model-00021-of-00026.safetensors
model.language_model.layers.29.linear_attn.in_proj_b.weight,attention,29.0,,,32x2048,bfloat16,65536,131072,model-00021-of-00026.safetensors
model.language_model.layers.29.linear_attn.norm.weight,norm,29.0,,,128,bfloat16,128,256,model-00021-of-00026.safetensors
